"","PolicyID","AggClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density","LogAggClaimAmount","LogDensity","CatDriverAge","powerF"
"7322",162000,1170,1,1,"e",11,21,"Renault, Nissan or Citroen","Regular","R24",155,7.0647590277918,5.04342511691925,4,"DEF"
"7324",162171,587,1,0.33,"g",10,20,"Renault, Nissan or Citroen","Regular","R24",12,6.3750248198281,2.484906649788,4,"GH"
"7329",162354,1134,1,0.23,"g",15,28,"Renault, Nissan or Citroen","Regular","R24",856,7.0335064842877,6.75227037614174,3,"GH"
"7330",162387,1963,1,1,"e",6,34,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",312,7.58222919427646,5.74300318780948,2,"DEF"
"7331",162404,1147,1,0.75,"e",4,54,"Renault, Nissan or Citroen","Diesel","R24",135,7.04490511712937,4.90527477843843,1,"DEF"
"7333",162441,1164,1,1,"f",12,23,"Renault, Nissan or Citroen","Diesel","R24",856,7.05961762829138,6.75227037614174,4,"DEF"
"7334",162452,6087,1,0.51,"e",12,51,"Volkswagen, Audi, Skoda or Seat","Regular","R24",388,8.71391062849392,5.96100533962327,1,"DEF"
"7335",162458,1126,1,1,"f",2,51,"Renault, Nissan or Citroen","Diesel","R24",144,7.02642680869964,4.969813299576,1,"DEF"
"7336",162461,50,1,1,"f",7,31,"Renault, Nissan or Citroen","Diesel","R24",144,3.91202300542815,4.969813299576,2,"DEF"
"7337",162473,1198,1,0.58,"g",3,42,"Renault, Nissan or Citroen","Diesel","R24",12,7.08840877867539,2.484906649788,2,"GH"
"7338",162482,135,1,0.35,"e",7,66,"other","Diesel","R24",856,4.90527477843843,6.75227037614174,1,"DEF"
"7339",162519,2210,1,1,"f",14,54,"Volkswagen, Audi, Skoda or Seat","Regular","R24",93,7.7007477945118,4.53259949315326,1,"DEF"
"7340",162551,2976,1,0.86,"e",6,42,"Mercedes, Chrysler or BMW","Diesel","R24",40,7.99833539595298,3.68887945411394,2,"DEF"
"7341",162555,1206,1,0.36,"d",18,22,"Renault, Nissan or Citroen","Regular","R24",319,7.09506437728713,5.76519110278484,4,"DEF"
"7348",162735,1133,1,1,"f",4,56,"Renault, Nissan or Citroen","Diesel","R24",26,7.03262426102801,3.25809653802148,1,"DEF"
"7349",162756,1248,2,1,"f",2,28,"Fiat","Diesel","R24",38,7.12929754892937,3.63758615972639,3,"DEF"
"7359",162905,1446,1,0.42,"d",6,37,"Renault, Nissan or Citroen","Regular","R24",64,7.27655640271871,4.15888308335967,2,"DEF"
"7360",162908,807,1,1,"e",2,36,"Renault, Nissan or Citroen","Diesel","R24",9,6.69332366826995,2.19722457733622,2,"DEF"
"7361",162934,79,1,1,"g",13,33,"Opel, General Motors or Ford","Regular","R24",64,4.36944785246702,4.15888308335967,2,"GH"
"7362",162953,67,1,1,"d",13,22,"Renault, Nissan or Citroen","Regular","R24",192,4.20469261939097,5.25749537202778,4,"DEF"
"7363",163041,2817,1,0.3,"f",7,36,"Renault, Nissan or Citroen","Diesel","R24",11,7.94342776787637,2.39789527279837,2,"DEF"
"7364",163044,1777,1,0.19,"d",10,40,"Volkswagen, Audi, Skoda or Seat","Regular","R24",57,7.48268182815465,4.04305126783455,2,"DEF"
"7365",163047,4598,1,0.16,"d",10,75,"Renault, Nissan or Citroen","Regular","R24",21,8.43337670532313,3.04452243772342,1,"DEF"
"7366",163102,1172,1,1,"h",13,26,"Renault, Nissan or Citroen","Diesel","R24",23,7.06646697013696,3.13549421592915,3,"GH"
"7367",163120,1225,1,0.33,"e",18,44,"Renault, Nissan or Citroen","Regular","R24",1054,7.11069612297883,6.96034772910131,2,"DEF"
"7368",163141,3030,1,0.06,"e",5,34,"Opel, General Motors or Ford","Regular","R24",1054,8.01631789850341,6.96034772910131,2,"DEF"
"7369",163183,1476,1,1,"g",13,64,"Renault, Nissan or Citroen","Regular","R24",1054,7.29709100516042,6.96034772910131,1,"GH"
"7370",163215,858,1,0.52,"j",14,57,"Renault, Nissan or Citroen","Diesel","R24",1054,6.75460409948796,6.96034772910131,1,"other"
"7371",163217,1126,1,1,"g",8,49,"Renault, Nissan or Citroen","Regular","R24",1054,7.02642680869964,6.96034772910131,2,"GH"
"7372",163218,5209,1,1,"g",5,41,"Renault, Nissan or Citroen","Regular","R24",376,8.55814317774519,5.92958914338989,2,"GH"
"7373",163227,611,1,0.53,"g",5,35,"Renault, Nissan or Citroen","Diesel","R24",1054,6.4150969591716,6.96034772910131,2,"GH"
"7374",163233,72,1,1,"g",4,46,"Mercedes, Chrysler or BMW","Diesel","R24",1054,4.27666611901606,6.96034772910131,2,"GH"
"7375",163234,1134,1,1,"f",11,62,"Renault, Nissan or Citroen","Diesel","R24",1054,7.0335064842877,6.96034772910131,1,"DEF"
"7376",163239,1190,1,0.75,"f",15,61,"Renault, Nissan or Citroen","Diesel","R24",1054,7.08170858610557,6.96034772910131,1,"DEF"
"7377",163252,92031,1,0.1,"g",7,52,"Mercedes, Chrysler or BMW","Diesel","R24",1054,11.4298807557958,6.96034772910131,1,"GH"
"7379",163299,2300,1,0.73,"e",7,54,"Opel, General Motors or Ford","Diesel","R24",399,7.74066440191724,5.98896141688986,1,"DEF"
"7398",163626,1174,1,1,"e",7,70,"Renault, Nissan or Citroen","Regular","R24",30,7.06817200038804,3.40119738166216,1,"DEF"
"7399",163629,65,1,1,"g",3,38,"Renault, Nissan or Citroen","Diesel","R24",26,4.17438726989564,3.25809653802148,2,"GH"
"7400",163630,1216,1,1,"g",9,34,"Renault, Nissan or Citroen","Regular","R24",79,7.10332206252611,4.36944785246702,2,"GH"
"7401",163665,863,1,0.41,"i",16,48,"Mercedes, Chrysler or BMW","Diesel","R24",182,6.76041469108343,5.2040066870768,2,"other"
"7402",163679,1160,1,0.48,"g",15,47,"Renault, Nissan or Citroen","Regular","R24",79,7.05617528410041,4.36944785246702,2,"GH"
"7408",163835,731,1,0.8,"g",6,19,"Renault, Nissan or Citroen","Regular","R24",399,6.59441345974978,5.98896141688986,4,"GH"
"7409",163838,103,1,0.8,"g",16,62,"Renault, Nissan or Citroen","Diesel","R24",4116,4.63472898822964,8.32263709695394,1,"GH"
"7410",163841,149,1,0.78,"e",12,20,"Volkswagen, Audi, Skoda or Seat","Regular","R24",399,5.00394630594546,5.98896141688986,4,"DEF"
"7411",163869,57,1,0.71,"d",5,31,"Mercedes, Chrysler or BMW","Diesel","R24",63,4.04305126783455,4.14313472639153,2,"DEF"
"7413",163910,1093,1,0.43,"e",15,79,"Renault, Nissan or Citroen","Regular","R24",399,6.99668148817654,5.98896141688986,1,"DEF"
"7414",163968,1977,1,0.24,"g",8,21,"Japanese (except Nissan) or Korean","Regular","R24",399,7.58933582317062,5.98896141688986,4,"GH"
"7415",164008,1168,1,0.16,"e",13,21,"Fiat","Regular","R24",399,7.06304816338817,5.98896141688986,4,"DEF"
"7416",164010,830,1,0.15,"e",7,18,"Renault, Nissan or Citroen","Diesel","R24",399,6.72142570079064,5.98896141688986,4,"DEF"
"7431",164197,1142,1,1,"f",3,42,"Opel, General Motors or Ford","Diesel","R24",3866,7.04053639021596,8.25997565976828,2,"DEF"
"7432",164206,1140,1,0.66,"e",16,29,"Renault, Nissan or Citroen","Regular","R24",3866,7.03878354138854,8.25997565976828,3,"DEF"
"7433",164208,606,1,0.51,"f",14,50,"Renault, Nissan or Citroen","Diesel","R24",67,6.40687998606931,4.20469261939097,1,"DEF"
"7434",164231,212,1,1,"e",10,51,"Opel, General Motors or Ford","Diesel","R24",19,5.35658627467201,2.94443897916644,1,"DEF"
"7435",164278,3663,1,0.62,"f",11,26,"Fiat","Diesel","R24",282,8.20603776277881,5.64190707093811,3,"DEF"
"7444",164540,1219,1,1,"g",12,37,"Renault, Nissan or Citroen","Diesel","R24",358,7.10578612948127,5.8805329864007,2,"GH"
"7445",164560,347,1,1,"e",6,42,"Renault, Nissan or Citroen","Regular","R24",182,5.84932477994686,5.2040066870768,2,"DEF"
"7446",164561,1179,1,1,"e",6,47,"Opel, General Motors or Ford","Diesel","R24",15,7.07242190053737,2.70805020110221,2,"DEF"
"7447",164564,4305,1,0.46,"e",8,25,"other","Diesel","R24",10,8.36753241686183,2.30258509299405,4,"DEF"
"7448",164568,266,1,0.74,"e",3,23,"Renault, Nissan or Citroen","Diesel","R24",21,5.5834963087817,3.04452243772342,4,"DEF"
"7449",164599,1081,1,0.28,"d",8,77,"Renault, Nissan or Citroen","Diesel","R24",182,6.98564181763921,5.2040066870768,1,"DEF"
"7450",164605,1148,1,1,"e",5,30,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",103,7.04577657687951,4.63472898822964,2,"DEF"
"7451",164725,1147,1,0.78,"f",9,20,"Renault, Nissan or Citroen","Diesel","R24",82,7.04490511712937,4.40671924726425,4,"DEF"
"7452",164745,2457,1,1,"g",7,51,"Opel, General Motors or Ford","Regular","R24",511,7.80669637252118,6.2363695902037,1,"GH"
"7453",164752,1130,1,1,"e",8,46,"Opel, General Motors or Ford","Diesel","R24",88,7.02997291170639,4.47733681447821,2,"DEF"
"7454",164755,3036,1,1,"g",4,34,"Renault, Nissan or Citroen","Diesel","R24",1313,8.01829613851552,7.1800698743028,2,"GH"
"7455",164796,271,1,0.74,"f",12,26,"Renault, Nissan or Citroen","Diesel","R24",101,5.6021188208797,4.61512051684126,3,"DEF"
"7456",164828,487,1,1,"d",14,37,"Renault, Nissan or Citroen","Regular","R24",43,6.18826412308259,3.76120011569356,2,"DEF"
"7457",164847,1726,1,0.54,"f",4,36,"Renault, Nissan or Citroen","Diesel","R24",44,7.45356187164337,3.78418963391826,2,"DEF"
"7458",164859,1177,1,1,"g",15,43,"Renault, Nissan or Citroen","Regular","R24",1313,7.07072410726028,7.1800698743028,2,"GH"
"7486",165269,74,1,0.59,"e",3,52,"Opel, General Motors or Ford","Diesel","R24",27,4.30406509320417,3.29583686600433,1,"DEF"
"7487",165273,2724,1,0.58,"e",14,34,"Renault, Nissan or Citroen","Diesel","R24",149,7.9098566672694,5.00394630594546,2,"DEF"
"7488",165283,1186,1,0.72,"f",10,23,"Fiat","Regular","R24",35,7.07834157955767,3.55534806148941,4,"DEF"
"7489",165287,1512,1,1,"d",6,55,"Fiat","Regular","R24",149,7.32118855673948,5.00394630594546,1,"DEF"
"7490",165290,1167,1,1,"e",8,56,"Renault, Nissan or Citroen","Regular","R24",32,7.06219163228656,3.46573590279973,1,"DEF"
"7491",165298,1190,1,1,"d",3,54,"Renault, Nissan or Citroen","Regular","R24",149,7.08170858610557,5.00394630594546,1,"DEF"
"7492",165305,1181,1,0.97,"e",3,53,"Renault, Nissan or Citroen","Diesel","R24",26,7.07411681619736,3.25809653802148,1,"DEF"
"7493",165371,1052,1,0.55,"g",0,37,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",170,6.95844839329766,5.13579843705026,2,"GH"
"7494",165379,1181,1,0.45,"f",17,27,"Opel, General Motors or Ford","Diesel","R24",203,7.07411681619736,5.31320597904179,3,"DEF"
"7514",165769,346,1,0.19,"h",15,27,"Renault, Nissan or Citroen","Diesel","R24",295,5.84643877505772,5.68697535633982,3,"GH"
"7515",165808,83,1,0.32,"g",14,37,"Mercedes, Chrysler or BMW","Diesel","R24",295,4.4188406077966,5.68697535633982,2,"GH"
"7516",165811,1192,1,0.74,"e",11,53,"Renault, Nissan or Citroen","Regular","R24",171,7.0833878476253,5.14166355650266,1,"DEF"
"7517",165938,1045,1,0.19,"d",11,22,"Renault, Nissan or Citroen","Regular","R24",295,6.95177216439891,5.68697535633982,4,"DEF"
"7527",166174,1116,1,1,"d",16,27,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",39,7.01750614294126,3.66356164612965,3,"DEF"
"7528",166194,1743,1,0.09,"d",12,22,"Renault, Nissan or Citroen","Regular","R24",282,7.46336304552002,5.64190707093811,4,"DEF"
"7534",166321,1200,1,1,"e",13,46,"Renault, Nissan or Citroen","Regular","R24",59,7.09007683577609,4.07753744390572,2,"DEF"
"7535",166347,1250,1,1,"g",12,38,"Renault, Nissan or Citroen","Regular","R24",19,7.13089883029635,2.94443897916644,2,"GH"
"7536",166360,980,1,0.34,"h",5,29,"Renault, Nissan or Citroen","Regular","R24",149,6.88755257166462,5.00394630594546,3,"GH"
"7537",166385,1076,1,0.41,"d",1,45,"Renault, Nissan or Citroen","Regular","R24",149,6.98100574072173,5.00394630594546,2,"DEF"
"7538",166405,1154,1,0.46,"i",26,41,"Renault, Nissan or Citroen","Regular","R24",105,7.05098944706805,4.65396035015752,2,"other"
"7539",166466,1188,1,0.73,"h",12,25,"Renault, Nissan or Citroen","Diesel","R24",114,7.08002649992259,4.7361984483945,4,"GH"
"7541",166478,191,1,0.49,"d",12,39,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1296,5.25227342804663,7.16703787691222,2,"DEF"
"7542",166480,1121,1,1,"m",8,55,"Japanese (except Nissan) or Korean","Regular","R24",4116,7.02197642307216,8.32263709695394,1,"other"
"7543",166487,80,1,1,"i",17,56,"Renault, Nissan or Citroen","Regular","R24",4116,4.38202663467388,8.32263709695394,1,"other"
"7544",166523,1063,1,1,"i",15,48,"Renault, Nissan or Citroen","Regular","R24",149,6.96885037834195,5.00394630594546,2,"other"
"7545",166524,5453,2,1,"d",15,48,"Renault, Nissan or Citroen","Regular","R24",149,8.60392119492606,5.00394630594546,2,"DEF"
"7546",166563,289,1,0.09,"f",13,35,"Renault, Nissan or Citroen","Diesel","R24",149,5.66642668811243,5.00394630594546,2,"DEF"
"7547",166590,3085,1,0.95,"f",6,36,"Renault, Nissan or Citroen","Diesel","R24",26,8.03430693633949,3.25809653802148,2,"DEF"
"7548",166601,1151,1,0.91,"f",6,56,"Renault, Nissan or Citroen","Diesel","R24",1313,7.04838640872188,7.1800698743028,1,"DEF"
"7549",166607,185,1,1,"e",2,43,"Renault, Nissan or Citroen","Diesel","R24",32,5.22035582507832,3.46573590279973,2,"DEF"
"7550",166649,3818,1,0.46,"d",15,48,"Renault, Nissan or Citroen","Regular","R24",1313,8.24748200428569,7.1800698743028,2,"DEF"
"7551",166663,1158,1,1,"d",8,44,"Renault, Nissan or Citroen","Diesel","R24",298,7.05444965813294,5.6970934865054,2,"DEF"
"7552",166680,1185,1,1,"e",6,31,"Opel, General Motors or Ford","Diesel","R24",101,7.07749805356923,4.61512051684126,2,"DEF"
"7554",166705,65,1,0.74,"j",1,30,"Renault, Nissan or Citroen","Regular","R24",1064,4.17438726989564,6.96979066990159,2,"other"
"7555",166716,5205,1,0.54,"g",11,37,"Renault, Nissan or Citroen","Diesel","R24",1313,8.55737498104907,7.1800698743028,2,"GH"
"7556",166734,3121,1,0.15,"e",8,20,"Renault, Nissan or Citroen","Diesel","R24",73,8.04590874227078,4.29045944114839,4,"DEF"
"7557",166832,535,1,1,"g",14,37,"Renault, Nissan or Citroen","Diesel","R24",13,6.28226674689601,2.56494935746154,2,"GH"
"7558",166837,1160,1,1,"k",4,24,"Renault, Nissan or Citroen","Diesel","R24",23,7.05617528410041,3.13549421592915,4,"other"
"7559",166877,763,1,0.79,"g",9,25,"Renault, Nissan or Citroen","Regular","R24",13,6.63725803128446,2.56494935746154,4,"GH"
"7570",167104,1185,1,0.68,"g",11,49,"Renault, Nissan or Citroen","Diesel","R24",741,7.07749805356923,6.60800062529609,2,"GH"
"7571",167105,193,1,1,"f",9,58,"Renault, Nissan or Citroen","Diesel","R24",741,5.26269018890489,6.60800062529609,1,"DEF"
"7572",167120,1743,1,0.32,"h",11,51,"Mercedes, Chrysler or BMW","Regular","R24",741,7.46336304552002,6.60800062529609,1,"GH"
"7574",167137,81,1,0.5,"f",10,45,"Fiat","Diesel","R24",741,4.39444915467244,6.60800062529609,2,"DEF"
"7575",167161,413,1,1,"g",11,42,"Renault, Nissan or Citroen","Regular","R24",31,6.02344759296103,3.43398720448515,2,"GH"
"7576",167174,2702,1,0.41,"e",9,36,"other","Diesel","R24",9,7.90174751852014,2.19722457733622,2,"DEF"
"7577",167184,759,1,0.46,"g",6,26,"Fiat","Diesel","R24",31,6.63200177739563,3.43398720448515,3,"GH"
"7578",167197,629,1,1,"i",4,28,"Renault, Nissan or Citroen","Regular","R24",741,6.44413125670044,6.60800062529609,3,"other"
"7579",167200,30,1,1,"d",7,65,"Renault, Nissan or Citroen","Diesel","R24",270,3.40119738166216,5.59842195899838,1,"DEF"
"7580",167217,162,1,0.14,"f",10,35,"Renault, Nissan or Citroen","Diesel","R24",741,5.08759633523238,6.60800062529609,2,"DEF"
"7581",167247,191,1,0.83,"g",3,31,"other","Diesel","R24",81,5.25227342804663,4.39444915467244,2,"GH"
"7582",167250,1178,1,1,"e",21,79,"Renault, Nissan or Citroen","Regular","R24",22,7.07157336421153,3.09104245335832,1,"DEF"
"7583",167257,1140,1,1,"g",2,41,"Opel, General Motors or Ford","Regular","R24",11,7.03878354138854,2.39789527279837,2,"GH"
"7584",167258,1785,1,1,"f",6,64,"Renault, Nissan or Citroen","Diesel","R24",8,7.48717369421374,2.07944154167984,1,"DEF"
"7585",167262,2567,1,1,"f",2,57,"Renault, Nissan or Citroen","Diesel","R24",164,7.85049318087114,5.0998664278242,1,"DEF"
"7586",167308,2555,1,0.21,"h",10,69,"Renault, Nissan or Citroen","Diesel","R24",133,7.8458075026378,4.89034912822175,1,"GH"
"7587",167351,11892,1,0.00547945205479452,"d",6,33,"Renault, Nissan or Citroen","Regular","R24",511,9.38362118411799,6.2363695902037,2,"DEF"
"7600",167506,822,1,1,"e",1,41,"Renault, Nissan or Citroen","Diesel","R24",155,6.71174039505618,5.04342511691925,2,"DEF"
"7601",167531,4432,1,1,"e",6,31,"Renault, Nissan or Citroen","Diesel","R24",1313,8.39660622842712,7.1800698743028,2,"DEF"
"7602",167540,81,1,1,"f",2,55,"other","Diesel","R24",83,4.39444915467244,4.4188406077966,1,"DEF"
"7603",167580,1133,1,0.4,"g",19,20,"Renault, Nissan or Citroen","Regular","R24",106,7.03262426102801,4.66343909411207,4,"GH"
"7604",167587,95,1,0.75,"g",11,35,"Renault, Nissan or Citroen","Diesel","R24",49,4.55387689160054,3.89182029811063,2,"GH"
"7605",167588,1180,1,1,"j",5,61,"Renault, Nissan or Citroen","Diesel","R24",106,7.07326971745971,4.66343909411207,1,"other"
"7606",167598,2032,1,0.88,"f",3,89,"Renault, Nissan or Citroen","Regular","R24",18,7.61677580869837,2.89037175789616,1,"DEF"
"7607",167615,529,1,1,"g",4,35,"Japanese (except Nissan) or Korean","Regular","R24",49,6.2709884318583,3.89182029811063,2,"GH"
"7608",167624,1140,1,1,"e",12,53,"Renault, Nissan or Citroen","Diesel","R24",9,7.03878354138854,2.19722457733622,1,"DEF"
"7609",167651,3756,1,1,"g",5,38,"Volkswagen, Audi, Skoda or Seat","Regular","R24",393,8.23110984032815,5.97380961186926,2,"GH"
"7610",167678,888,1,0.05,"e",4,24,"Renault, Nissan or Citroen","Regular","R24",29,6.78897174299217,3.36729582998647,4,"DEF"
"7611",167774,703,1,0.63,"g",11,33,"Renault, Nissan or Citroen","Diesel","R24",20,6.55535689181067,2.99573227355399,2,"GH"
"7618",167985,1150,1,1,"j",2,63,"Japanese (except Nissan) or Korean","Diesel","R24",13,7.0475172213573,2.56494935746154,1,"other"
"7623",168122,1225,1,0.1,"n",24,27,"Mercedes, Chrysler or BMW","Regular","R24",286,7.11069612297883,5.65599181081985,3,"other"
"7624",168123,1180,1,0.44,"f",15,27,"Renault, Nissan or Citroen","Diesel","R24",286,7.07326971745971,5.65599181081985,3,"DEF"
"7636",168311,14390,1,0.77,"f",8,38,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",405,9.57428879988141,6.00388706710654,2,"DEF"
"7637",168315,1048,1,1,"f",4,35,"Renault, Nissan or Citroen","Diesel","R24",29,6.95463886488099,3.36729582998647,2,"DEF"
"7638",168317,424,1,1,"f",7,62,"Renault, Nissan or Citroen","Regular","R24",405,6.04973345523196,6.00388706710654,1,"DEF"
"7639",168322,1232,1,1,"g",6,36,"Mercedes, Chrysler or BMW","Diesel","R24",49,7.11639414409346,3.89182029811063,2,"GH"
"7640",168336,1211,1,1,"e",14,76,"Renault, Nissan or Citroen","Regular","R24",53,7.09920174355309,3.97029191355212,1,"DEF"
"7641",168341,70,1,0.32,"d",17,38,"Renault, Nissan or Citroen","Regular","R24",405,4.24849524204936,6.00388706710654,2,"DEF"
"7642",168377,6973,1,1,"g",1,40,"Renault, Nissan or Citroen","Regular","R24",405,8.84980082722101,6.00388706710654,2,"GH"
"7651",168534,159,1,1,"e",10,38,"Renault, Nissan or Citroen","Regular","R24",30,5.06890420222023,3.40119738166216,2,"DEF"
"7652",168554,892,1,1,"d",2,56,"Opel, General Motors or Ford","Regular","R24",1313,6.79346613258001,7.1800698743028,1,"DEF"
"7653",168569,1169,1,1,"f",16,49,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1313,7.06390396147207,7.1800698743028,2,"DEF"
"7654",168574,1170,1,1,"f",7,48,"Renault, Nissan or Citroen","Regular","R24",30,7.0647590277918,3.40119738166216,2,"DEF"
"7655",168590,1867,1,0.97,"h",12,38,"Japanese (except Nissan) or Korean","Regular","R24",222,7.53208814354172,5.40267738187228,2,"GH"
"7656",168593,1714,1,0.25,"g",9,20,"Volkswagen, Audi, Skoda or Seat","Regular","R24",298,7.44658509915773,5.6970934865054,4,"GH"
"7657",168597,2684,1,0.49,"f",6,21,"Renault, Nissan or Citroen","Regular","R24",32,7.89506349809157,3.46573590279973,4,"DEF"
"7660",168676,1160,1,0.36,"d",6,45,"Renault, Nissan or Citroen","Regular","R24",298,7.05617528410041,5.6970934865054,2,"DEF"
"7661",168697,1588,1,0.07,"e",7,28,"Renault, Nissan or Citroen","Diesel","R24",57,7.37023064180708,4.04305126783455,3,"DEF"
"7663",168738,486,1,1,"f",7,30,"Renault, Nissan or Citroen","Diesel","R24",155,6.18620862390049,5.04342511691925,2,"DEF"
"7664",168754,675,1,0.33,"g",5,25,"Renault, Nissan or Citroen","Regular","R24",30,6.51471269087253,3.40119738166216,4,"GH"
"7665",168815,966,1,0.34,"h",5,46,"Renault, Nissan or Citroen","Regular","R24",137,6.87316383421252,4.91998092582813,2,"GH"
"7666",168818,1013,1,0.43,"g",4,48,"Fiat","Regular","R24",1054,6.92067150424868,6.96034772910131,2,"GH"
"7667",168832,5220,1,0.09,"g",4,26,"Mercedes, Chrysler or BMW","Diesel","R24",1054,8.56025268087669,6.96034772910131,3,"GH"
"7668",168872,1179,1,1,"g",6,37,"Renault, Nissan or Citroen","Regular","R24",44,7.07242190053737,3.78418963391826,2,"GH"
"7669",168882,1200,1,0.88,"h",11,30,"Fiat","Diesel","R24",96,7.09007683577609,4.56434819146784,2,"GH"
"7670",168924,1203,1,1,"f",6,40,"Opel, General Motors or Ford","Diesel","R24",35,7.09257371597468,3.55534806148941,2,"DEF"
"7671",168927,1191,1,1,"g",14,38,"Renault, Nissan or Citroen","Regular","R24",1054,7.0825485693553,6.96034772910131,2,"GH"
"7672",168944,79,1,0.91,"k",8,22,"Renault, Nissan or Citroen","Regular","R24",44,4.36944785246702,3.78418963391826,4,"other"
"7673",168948,722,1,0.44,"e",15,44,"Renault, Nissan or Citroen","Regular","R24",44,6.58202513889283,3.78418963391826,2,"DEF"
"7674",168975,2116,1,1,"h",13,44,"Volkswagen, Audi, Skoda or Seat","Regular","R24",405,7.65728279297819,6.00388706710654,2,"GH"
"7675",168992,783,1,0.49,"f",10,58,"Renault, Nissan or Citroen","Regular","R24",186,6.6631326959908,5.2257466737132,1,"DEF"
